"","day","month","year","cases"
"1","05","12","2020",235
"2","04","12","2020",119
"3","03","12","2020",202
"4","02","12","2020",400
"5","01","12","2020",272
"6","30","11","2020",0
"7","29","11","2020",228
"8","28","11","2020",214
"9","27","11","2020",0
"10","26","11","2020",200
"11","25","11","2020",185
"12","24","11","2020",246
"13","23","11","2020",252
"14","22","11","2020",154
"15","21","11","2020",232
"16","20","11","2020",282
"17","19","11","2020",0
"18","18","11","2020",383
"19","17","11","2020",65
"20","16","11","2020",163
"21","15","11","2020",205
"22","14","11","2020",66
"23","13","11","2020",360
"24","12","11","2020",146
"25","11","11","2020",0
"26","10","11","2020",224
"27","09","11","2020",80
"28","08","11","2020",126
"29","07","11","2020",58
"30","06","11","2020",40
"31","05","11","2020",121
"32","04","11","2020",86
"33","03","11","2020",95
"34","02","11","2020",132
"35","01","11","2020",76
"36","31","10","2020",157
"37","30","10","2020",123
"38","29","10","2020",0
"39","28","10","2020",113
"40","27","10","2020",199
"41","26","10","2020",65
"42","25","10","2020",81
"43","24","10","2020",61
"44","23","10","2020",116
"45","22","10","2020",135
"46","21","10","2020",88
"47","20","10","2020",87
"48","19","10","2020",59
"49","18","10","2020",68
"50","17","10","2020",47
"51","16","10","2020",0
"52","15","10","2020",32
"53","14","10","2020",66
"54","13","10","2020",129
"55","12","10","2020",96
"56","11","10","2020",0
"57","10","10","2020",10
"58","09","10","2020",77
"59","08","10","2020",68
"60","07","10","2020",62
"61","06","10","2020",145
"62","05","10","2020",44
"63","04","10","2020",7
"64","03","10","2020",5
"65","02","10","2020",17
"66","01","10","2020",14
"67","30","09","2020",15
"68","29","09","2020",12
"69","28","09","2020",0
"70","27","09","2020",35
"71","26","09","2020",6
"72","25","09","2020",16
"73","24","09","2020",25
"74","23","09","2020",71
"75","22","09","2020",30
"76","21","09","2020",0
"77","20","09","2020",125
"78","19","09","2020",47
"79","18","09","2020",0
"80","17","09","2020",17
"81","16","09","2020",40
"82","15","09","2020",99
"83","14","09","2020",75
"84","13","09","2020",35
"85","12","09","2020",34
"86","11","09","2020",28
"87","10","09","2020",24
"88","09","09","2020",26
"89","08","09","2020",96
"90","07","09","2020",74
"91","06","09","2020",20
"92","05","09","2020",16
"93","04","09","2020",45
"94","03","09","2020",38
"95","02","09","2020",9
"96","01","09","2020",34
"97","31","08","2020",19
"98","30","08","2020",3
"99","29","08","2020",11
"100","28","08","2020",3
"101","27","08","2020",55
"102","26","08","2020",1
"103","25","08","2020",71
"104","24","08","2020",0
"105","23","08","2020",105
"106","22","08","2020",38
"107","21","08","2020",97
"108","20","08","2020",160
"109","19","08","2020",0
"110","18","08","2020",3
"111","17","08","2020",45
"112","16","08","2020",120
"113","15","08","2020",7
"114","14","08","2020",79
"115","13","08","2020",76
"116","12","08","2020",215
"117","11","08","2020",0
"118","10","08","2020",0
"119","09","08","2020",39
"120","08","08","2020",78
"121","07","08","2020",41
"122","06","08","2020",67
"123","05","08","2020",82
"124","04","08","2020",37
"125","03","08","2020",0
"126","02","08","2020",0
"127","01","08","2020",168
"128","31","07","2020",71
"129","30","07","2020",0
"130","29","07","2020",103
"131","28","07","2020",105
"132","27","07","2020",106
"133","26","07","2020",121
"134","25","07","2020",108
"135","24","07","2020",13
"136","23","07","2020",188
"137","22","07","2020",112
"138","21","07","2020",140
"139","20","07","2020",174
"140","19","07","2020",12
"141","18","07","2020",219
"142","17","07","2020",76
"143","16","07","2020",254
"144","15","07","2020",285
"145","14","07","2020",4
"146","13","07","2020",0
"147","12","07","2020",85
"148","11","07","2020",458
"149","10","07","2020",255
"150","09","07","2020",59
"151","08","07","2020",210
"152","07","07","2020",433
"153","06","07","2020",279
"154","05","07","2020",348
"155","04","07","2020",302
"156","03","07","2020",186
"157","02","07","2020",319
"158","01","07","2020",279
"159","30","06","2020",271
"160","29","06","2020",351
"161","28","06","2020",165
"162","27","06","2020",276
"163","26","06","2020",460
"164","25","06","2020",234
"165","24","06","2020",338
"166","23","06","2020",310
"167","22","06","2020",409
"168","21","06","2020",546
"169","20","06","2020",346
"170","19","06","2020",658
"171","18","06","2020",564
"172","17","06","2020",783
"173","16","06","2020",761
"174","15","06","2020",664
"175","14","06","2020",556
"176","13","06","2020",656
"177","12","06","2020",747
"178","11","06","2020",684
"179","10","06","2020",542
"180","09","06","2020",575
"181","08","06","2020",791
"182","07","06","2020",582
"183","06","06","2020",915
"184","05","06","2020",787
"185","04","06","2020",758
"186","03","06","2020",759
"187","02","06","2020",545
"188","01","06","2020",680
"189","31","05","2020",866
"190","30","05","2020",623
"191","29","05","2020",580
"192","28","05","2020",625
"193","27","05","2020",658
"194","26","05","2020",591
"195","25","05","2020",584
"196","24","05","2020",782
"197","23","05","2020",540
"198","22","05","2020",531
"199","21","05","2020",492
"200","20","05","2020",581
"201","19","05","2020",408
"202","18","05","2020",262
"203","17","05","2020",0
"204","16","05","2020",1063
"205","15","05","2020",113
"206","14","05","2020",259
"207","13","05","2020",280
"208","12","05","2020",285
"209","11","05","2020",369
"210","10","05","2020",255
"211","09","05","2020",215
"212","08","05","2020",171
"213","07","05","2020",168
"214","06","05","2020",330
"215","05","05","2020",190
"216","04","05","2020",235
"217","03","05","2020",134
"218","02","05","2020",164
"219","01","05","2020",222
"220","30","04","2020",122
"221","29","04","2020",124
"222","28","04","2020",172
"223","27","04","2020",68
"224","26","04","2020",112
"225","25","04","2020",70
"226","24","04","2020",105
"227","23","04","2020",84
"228","22","04","2020",61
"229","21","04","2020",35
"230","20","04","2020",88
"231","19","04","2020",63
"232","18","04","2020",51
"233","17","04","2020",10
"234","16","04","2020",70
"235","15","04","2020",49
"236","14","04","2020",58
"237","13","04","2020",52
"238","12","04","2020",34
"239","11","04","2020",37
"240","10","04","2020",61
"241","09","04","2020",56
"242","08","04","2020",30
"243","07","04","2020",38
"244","06","04","2020",29
"245","05","04","2020",35
"246","04","04","2020",0
"247","03","04","2020",43
"248","02","04","2020",26
"249","01","04","2020",25
"250","31","03","2020",27
"251","30","03","2020",8
"252","29","03","2020",15
"253","28","03","2020",16
"254","27","03","2020",0
"255","26","03","2020",33
"256","25","03","2020",2
"257","24","03","2020",6
"258","23","03","2020",10
"259","22","03","2020",0
"260","21","03","2020",2
"261","20","03","2020",0
"262","19","03","2020",0
"263","18","03","2020",1
"264","17","03","2020",5
"265","16","03","2020",6
"266","15","03","2020",3
"267","11","03","2020",3
"268","08","03","2020",3
"269","02","03","2020",0
"270","01","03","2020",0
"271","29","02","2020",0
"272","28","02","2020",0
"273","27","02","2020",0
"274","26","02","2020",0
"275","25","02","2020",1
"276","24","02","2020",0
"277","23","02","2020",0
"278","22","02","2020",0
"279","21","02","2020",0
"280","20","02","2020",0
"281","19","02","2020",0
"282","18","02","2020",0
"283","17","02","2020",0
"284","16","02","2020",0
"285","15","02","2020",0
"286","14","02","2020",0
"287","13","02","2020",0
"288","12","02","2020",0
"289","11","02","2020",0
"290","10","02","2020",0
"291","09","02","2020",0
"292","08","02","2020",0
"293","07","02","2020",0
"294","06","02","2020",0
"295","05","02","2020",0
"296","04","02","2020",0
"297","03","02","2020",0
"298","02","02","2020",0
"299","01","02","2020",0
"300","31","01","2020",0
"301","30","01","2020",0
"302","29","01","2020",0
"303","28","01","2020",0
"304","27","01","2020",0
"305","26","01","2020",0
"306","25","01","2020",0
"307","24","01","2020",0
"308","23","01","2020",0
"309","22","01","2020",0
"310","21","01","2020",0
"311","20","01","2020",0
"312","19","01","2020",0
"313","18","01","2020",0
"314","17","01","2020",0
"315","16","01","2020",0
"316","15","01","2020",0
"317","14","01","2020",0
"318","13","01","2020",0
"319","12","01","2020",0
"320","11","01","2020",0
"321","10","01","2020",0
"322","09","01","2020",0
"323","08","01","2020",0
"324","07","01","2020",0
"325","06","01","2020",0
"326","05","01","2020",0
"327","04","01","2020",0
"328","03","01","2020",0
"329","02","01","2020",0
"330","01","01","2020",0
"331","05","12","2020",801
"332","04","12","2020",782
"333","03","12","2020",705
"334","02","12","2020",832
"335","01","12","2020",557
"336","30","11","2020",835
"337","29","11","2020",545
"338","28","11","2020",645
"339","27","11","2020",656
"340","26","11","2020",644
"341","25","11","2020",744
"342","24","11","2020",795
"343","23","11","2020",565
"344","22","11","2020",737
"345","21","11","2020",836
"346","20","11","2020",786
"347","19","11","2020",711
"348","18","11","2020",694
"349","17","11","2020",602
"350","16","11","2020",597
"351","15","11","2020",532
"352","14","11","2020",490
"353","13","11","2020",410
"354","12","11","2020",507
"355","11","11","2020",563
"356","10","11","2020",525
"357","09","11","2020",501
"358","08","11","2020",495
"359","07","11","2020",489
"360","06","11","2020",421
"361","05","11","2020",396
"362","04","11","2020",381
"363","03","11","2020",321
"364","02","11","2020",327
"365","01","11","2020",241
"366","31","10","2020",319
"367","30","10","2020",275
"368","29","10","2020",311
"369","28","10","2020",284
"370","27","10","2020",288
"371","26","10","2020",299
"372","25","10","2020",302
"373","24","10","2020",306
"374","23","10","2020",302
"375","22","10","2020",297
"376","21","10","2020",301
"377","20","10","2020",295
"378","19","10","2020",281
"379","18","10","2020",273
"380","17","10","2020",289
"381","16","10","2020",257
"382","15","10","2020",203
"383","14","10","2020",182
"384","13","10","2020",171
"385","12","10","2020",168
"386","11","10","2020",165
"387","10","10","2020",167
"388","09","10","2020",169
"389","08","10","2020",162
"390","07","10","2020",158
"391","06","10","2020",144
"392","05","10","2020",149
"393","04","10","2020",152
"394","03","10","2020",159
"395","02","10","2020",157
"396","01","10","2020",131
"397","30","09","2020",127
"398","29","09","2020",132
"399","28","09","2020",106
"400","27","09","2020",108
"401","26","09","2020",124
"402","25","09","2020",134
"403","24","09","2020",121
"404","23","09","2020",131
"405","22","09","2020",150
"406","21","09","2020",159
"407","20","09","2020",153
"408","19","09","2020",125
"409","18","09","2020",132
"410","17","09","2020",144
"411","16","09","2020",152
"412","15","09","2020",167
"413","14","09","2020",168
"414","13","09","2020",164
"415","12","09","2020",161
"416","11","09","2020",156
"417","10","09","2020",151
"418","09","09","2020",147
"419","08","09","2020",151
"420","07","09","2020",153
"421","06","09","2020",135
"422","05","09","2020",123
"423","04","09","2020",116
"424","03","09","2020",122
"425","02","09","2020",93
"426","01","09","2020",133
"427","31","08","2020",101
"428","30","08","2020",84
"429","29","08","2020",112
"430","28","08","2020",156
"431","27","08","2020",168
"432","26","08","2020",154
"433","25","08","2020",178
"434","24","08","2020",152
"435","23","08","2020",156
"436","22","08","2020",152
"437","21","08","2020",155
"438","20","08","2020",158
"439","19","08","2020",155
"440","18","08","2020",119
"441","17","08","2020",120
"442","16","08","2020",143
"443","15","08","2020",146
"444","14","08","2020",154
"445","13","08","2020",141
"446","12","08","2020",140
"447","11","08","2020",125
"448","10","08","2020",136
"449","09","08","2020",124
"450","08","08","2020",135
"451","07","08","2020",127
"452","06","08","2020",139
"453","05","08","2020",130
"454","04","08","2020",101
"455","03","08","2020",123
"456","02","08","2020",120
"457","01","08","2020",79
"458","31","07","2020",92
"459","30","07","2020",108
"460","29","07","2020",117
"461","28","07","2020",117
"462","27","07","2020",126
"463","26","07","2020",67
"464","25","07","2020",104
"465","24","07","2020",108
"466","23","07","2020",68
"467","22","07","2020",119
"468","21","07","2020",81
"469","20","07","2020",82
"470","19","07","2020",102
"471","18","07","2020",55
"472","17","07","2020",99
"473","16","07","2020",85
"474","15","07","2020",96
"475","14","07","2020",117
"476","13","07","2020",83
"477","12","07","2020",93
"478","11","07","2020",90
"479","10","07","2020",82
"480","09","07","2020",68
"481","08","07","2020",74
"482","07","07","2020",71
"483","06","07","2020",74
"484","05","07","2020",67
"485","04","07","2020",90
"486","03","07","2020",82
"487","02","07","2020",45
"488","01","07","2020",69
"489","30","06","2020",64
"490","29","06","2020",72
"491","28","06","2020",61
"492","27","06","2020",77
"493","26","06","2020",78
"494","25","06","2020",67
"495","24","06","2020",52
"496","23","06","2020",68
"497","22","06","2020",36
"498","21","06","2020",53
"499","20","06","2020",50
"500","19","06","2020",66
"501","18","06","2020",50
"502","17","06","2020",82
"503","16","06","2020",69
"504","15","06","2020",57
"505","14","06","2020",48
"506","13","06","2020",31
"507","12","06","2020",44
"508","11","06","2020",42
"509","10","06","2020",36
"510","09","06","2020",17
"511","08","06","2020",14
"512","07","06","2020",20
"513","06","06","2020",15
"514","05","06","2020",13
"515","04","06","2020",20
"516","03","06","2020",21
"517","02","06","2020",6
"518","01","06","2020",15
"519","31","05","2020",23
"520","30","05","2020",23
"521","29","05","2020",26
"522","28","05","2020",21
"523","27","05","2020",25
"524","26","05","2020",6
"525","25","05","2020",9
"526","24","05","2020",8
"527","23","05","2020",12
"528","22","05","2020",5
"529","21","05","2020",15
"530","20","05","2020",1
"531","19","05","2020",2
"532","18","05","2020",13
"533","17","05","2020",17
"534","16","05","2020",18
"535","15","05","2020",18
"536","14","05","2020",4
"537","13","05","2020",4
"538","12","05","2020",4
"539","11","05","2020",12
"540","10","05","2020",6
"541","09","05","2020",8
"542","08","05","2020",10
"543","07","05","2020",12
"544","06","05","2020",17
"545","05","05","2020",8
"546","04","05","2020",6
"547","03","05","2020",7
"548","02","05","2020",9
"549","01","05","2020",7
"550","30","04","2020",16
"551","29","04","2020",14
"552","28","04","2020",10
"553","27","04","2020",14
"554","26","04","2020",34
"555","25","04","2020",15
"556","24","04","2020",29
"557","23","04","2020",25
"558","22","04","2020",25
"559","21","04","2020",22
"560","20","04","2020",14
"561","19","04","2020",9
"562","18","04","2020",21
"563","17","04","2020",24
"564","16","04","2020",19
"565","15","04","2020",8
"566","14","04","2020",21
"567","13","04","2020",13
"568","12","04","2020",17
"569","11","04","2020",7
"570","10","04","2020",9
"571","09","04","2020",17
"572","08","04","2020",6
"573","07","04","2020",16
"574","06","04","2020",28
"575","05","04","2020",29
"576","04","04","2020",27
"577","03","04","2020",18
"578","02","04","2020",16
"579","01","04","2020",20
"580","31","03","2020",11
"581","30","03","2020",15
"582","29","03","2020",11
"583","28","03","2020",12
"584","27","03","2020",28
"585","26","03","2020",23
"586","25","03","2020",23
"587","24","03","2020",11
"588","23","03","2020",13
"589","22","03","2020",6
"590","21","03","2020",0
"591","20","03","2020",11
"592","19","03","2020",4
"593","18","03","2020",4
"594","17","03","2020",9
"595","16","03","2020",4
"596","15","03","2020",5
"597","14","03","2020",10
"598","13","03","2020",12
"599","12","03","2020",1
"600","11","03","2020",4
"601","10","03","2020",4
"602","09","03","2020",2
"603","05","12","2020",803
"604","04","12","2020",843
"605","03","12","2020",932
"606","02","12","2020",963
"607","01","12","2020",968
"608","30","11","2020",1009
"609","29","11","2020",1044
"610","28","11","2020",1058
"611","27","11","2020",1085
"612","26","11","2020",1025
"613","25","11","2020",1133
"614","24","11","2020",1005
"615","23","11","2020",1088
"616","22","11","2020",1019
"617","21","11","2020",1103
"618","20","11","2020",1023
"619","19","11","2020",1038
"620","18","11","2020",1002
"621","17","11","2020",910
"622","16","11","2020",860
"623","15","11","2020",844
"624","14","11","2020",867
"625","13","11","2020",851
"626","12","11","2020",811
"627","11","11","2020",753
"628","10","11","2020",642
"629","09","11","2020",670
"630","08","11","2020",581
"631","07","11","2020",631
"632","06","11","2020",642
"633","05","11","2020",548
"634","04","11","2020",405
"635","03","11","2020",302
"636","02","11","2020",330
"637","01","11","2020",291
"638","31","10","2020",319
"639","30","10","2020",306
"640","29","10","2020",320
"641","28","10","2020",287
"642","27","10","2020",276
"643","26","10","2020",263
"644","25","10","2020",250
"645","24","10","2020",273
"646","23","10","2020",266
"647","22","10","2020",252
"648","21","10","2020",223
"649","20","10","2020",214
"650","19","10","2020",199
"651","18","10","2020",215
"652","17","10","2020",211
"653","16","10","2020",193
"654","15","10","2020",185
"655","14","10","2020",174
"656","13","10","2020",153
"657","12","10","2020",132
"658","11","10","2020",136
"659","10","10","2020",146
"660","09","10","2020",138
"661","08","10","2020",121
"662","07","10","2020",129
"663","06","10","2020",134
"664","05","10","2020",141
"665","04","10","2020",148
"666","03","10","2020",157
"667","02","10","2020",160
"668","01","10","2020",162
"669","30","09","2020",155
"670","29","09","2020",146
"671","28","09","2020",153
"672","27","09","2020",160
"673","26","09","2020",175
"674","25","09","2020",179
"675","24","09","2020",186
"676","23","09","2020",191
"677","22","09","2020",197
"678","21","09","2020",203
"679","20","09","2020",210
"680","19","09","2020",219
"681","18","09","2020",228
"682","17","09","2020",232
"683","16","09","2020",238
"684","15","09","2020",242
"685","14","09","2020",247
"686","13","09","2020",255
"687","12","09","2020",264
"688","11","09","2020",272
"689","10","09","2020",278
"690","09","09","2020",285
"691","08","09","2020",289
"692","07","09","2020",293
"693","06","09","2020",298
"694","05","09","2020",304
"695","04","09","2020",311
"696","03","09","2020",325
"697","02","09","2020",339
"698","01","09","2020",348
"699","31","08","2020",364
"700","30","08","2020",379
"701","29","08","2020",387
"702","28","08","2020",397
"703","27","08","2020",391
"704","26","08","2020",370
"705","25","08","2020",398
"706","24","08","2020",392
"707","23","08","2020",401
"708","22","08","2020",409
"709","21","08","2020",411
"710","20","08","2020",403
"711","19","08","2020",419
"712","18","08","2020",442
"713","17","08","2020",450
"714","16","08","2020",469
"715","15","08","2020",477
"716","14","08","2020",488
"717","13","08","2020",495
"718","12","08","2020",492
"719","11","08","2020",498
"720","10","08","2020",521
"721","09","08","2020",538
"722","08","08","2020",529
"723","07","08","2020",571
"724","06","08","2020",551
"725","05","08","2020",532
"726","04","08","2020",507
"727","03","08","2020",515
"728","02","08","2020",556
"729","01","08","2020",563
"730","31","07","2020",602
"731","30","07","2020",614
"732","29","07","2020",642
"733","28","07","2020",616
"734","27","07","2020",593
"735","26","07","2020",605
"736","25","07","2020",675
"737","24","07","2020",612
"738","23","07","2020",594
"739","22","07","2020",587
"740","21","07","2020",607
"741","20","07","2020",535
"742","19","07","2020",601
"743","18","07","2020",593
"744","17","07","2020",585
"745","16","07","2020",554
"746","15","07","2020",527
"747","14","07","2020",494
"748","13","07","2020",483
"749","12","07","2020",470
"750","11","07","2020",434
"751","10","07","2020",460
"752","09","07","2020",469
"753","08","07","2020",475
"754","07","07","2020",463
"755","06","07","2020",441
"756","05","07","2020",430
"757","04","07","2020",413
"758","03","07","2020",385
"759","02","07","2020",365
"760","01","07","2020",336
"761","30","06","2020",298
"762","29","06","2020",305
"763","28","06","2020",283
"764","27","06","2020",240
"765","26","06","2020",197
"766","25","06","2020",172
"767","24","06","2020",156
"768","23","06","2020",149
"769","22","06","2020",140
"770","21","06","2020",127
"771","20","06","2020",119
"772","19","06","2020",117
"773","18","06","2020",121
"774","17","06","2020",116
"775","16","06","2020",112
"776","15","06","2020",109
"777","14","06","2020",112
"778","13","06","2020",109
"779","12","06","2020",105
"780","11","06","2020",102
"781","10","06","2020",117
"782","09","06","2020",111
"783","08","06","2020",104
"784","07","06","2020",115
"785","06","06","2020",104
"786","05","06","2020",205
"787","04","06","2020",0
"788","03","06","2020",113
"789","02","06","2020",119
"790","01","06","2020",127
"791","31","05","2020",133
"792","30","05","2020",137
"793","29","05","2020",140
"794","28","05","2020",160
"795","27","05","2020",194
"796","26","05","2020",197
"797","25","05","2020",193
"798","24","05","2020",195
"799","23","05","2020",190
"800","22","05","2020",186
"801","21","05","2020",165
"802","20","05","2020",176
"803","19","05","2020",182
"804","18","05","2020",198
"805","17","05","2020",192
"806","16","05","2020",187
"807","15","05","2020",189
"808","14","05","2020",186
"809","13","05","2020",176
"810","12","05","2020",168
"811","11","05","2020",165
"812","10","05","2020",189
"813","09","05","2020",187
"814","08","05","2020",185
"815","07","05","2020",159
"816","06","05","2020",190
"817","05","05","2020",174
"818","04","05","2020",179
"819","03","05","2020",141
"820","02","05","2020",148
"821","01","05","2020",158
"822","30","04","2020",199
"823","29","04","2020",132
"824","28","04","2020",135
"825","27","04","2020",126
"826","26","04","2020",129
"827","25","04","2020",120
"828","24","04","2020",97
"829","23","04","2020",99
"830","22","04","2020",93
"831","21","04","2020",89
"832","20","04","2020",94
"833","19","04","2020",117
"834","18","04","2020",150
"835","17","04","2020",108
"836","16","04","2020",90
"837","15","04","2020",87
"838","14","04","2020",69
"839","13","04","2020",89
"840","12","04","2020",64
"841","11","04","2020",95
"842","10","04","2020",94
"843","09","04","2020",104
"844","08","04","2020",45
"845","07","04","2020",103
"846","06","04","2020",69
"847","05","04","2020",80
"848","04","04","2020",185
"849","03","04","2020",139
"850","02","04","2020",131
"851","01","04","2020",132
"852","31","03","2020",73
"853","30","03","2020",57
"854","29","03","2020",45
"855","28","03","2020",42
"856","27","03","2020",65
"857","26","03","2020",38
"858","25","03","2020",34
"859","24","03","2020",29
"860","23","03","2020",62
"861","22","03","2020",37
"862","21","03","2020",12
"863","20","03","2020",18
"864","19","03","2020",12
"865","18","03","2020",2
"866","17","03","2020",10
"867","16","03","2020",11
"868","15","03","2020",11
"869","14","03","2020",1
"870","13","03","2020",5
"871","12","03","2020",0
"872","09","03","2020",3
"873","06","03","2020",5
"874","05","03","2020",7
"875","04","03","2020",2
"876","02","03","2020",0
"877","01","03","2020",2
"878","29","02","2020",0
"879","28","02","2020",0
"880","27","02","2020",0
"881","26","02","2020",1
"882","25","02","2020",0
"883","24","02","2020",0
"884","23","02","2020",0
"885","22","02","2020",0
"886","21","02","2020",0
"887","20","02","2020",0
"888","19","02","2020",0
"889","18","02","2020",0
"890","17","02","2020",0
"891","16","02","2020",0
"892","15","02","2020",0
"893","14","02","2020",0
"894","13","02","2020",0
"895","12","02","2020",0
"896","11","02","2020",0
"897","10","02","2020",0
"898","09","02","2020",0
"899","08","02","2020",0
"900","07","02","2020",0
"901","06","02","2020",0
"902","05","02","2020",0
"903","04","02","2020",0
"904","03","02","2020",0
"905","02","02","2020",0
"906","01","02","2020",0
"907","31","01","2020",0
"908","30","01","2020",0
"909","29","01","2020",0
"910","28","01","2020",0
"911","27","01","2020",0
"912","26","01","2020",0
"913","25","01","2020",0
"914","24","01","2020",0
"915","23","01","2020",0
"916","22","01","2020",0
"917","21","01","2020",0
"918","20","01","2020",0
"919","19","01","2020",0
"920","18","01","2020",0
"921","17","01","2020",0
"922","16","01","2020",0
"923","15","01","2020",0
"924","14","01","2020",0
"925","13","01","2020",0
"926","12","01","2020",0
"927","11","01","2020",0
"928","10","01","2020",0
"929","09","01","2020",0
"930","08","01","2020",0
"931","07","01","2020",0
"932","06","01","2020",0
"933","05","01","2020",0
"934","04","01","2020",0
"935","03","01","2020",0
"936","02","01","2020",0
"937","01","01","2020",0
"938","05","12","2020",51
"939","04","12","2020",62
"940","03","12","2020",52
"941","02","12","2020",45
"942","01","12","2020",33
"943","30","11","2020",42
"944","29","11","2020",60
"945","28","11","2020",76
"946","27","11","2020",106
"947","26","11","2020",77
"948","25","11","2020",47
"949","24","11","2020",48
"950","23","11","2020",49
"951","22","11","2020",65
"952","21","11","2020",76
"953","20","11","2020",48
"954","19","11","2020",67
"955","18","11","2020",37
"956","17","11","2020",42
"957","16","11","2020",147
"958","15","11","2020",0
"959","14","11","2020",109
"960","13","11","2020",49
"961","12","11","2020",90
"962","11","11","2020",40
"963","10","11","2020",54
"964","09","11","2020",64
"965","08","11","2020",184
"966","07","11","2020",0
"967","06","11","2020",90
"968","05","11","2020",135
"969","04","11","2020",22
"970","03","11","2020",63
"971","02","11","2020",69
"972","01","11","2020",91
"973","31","10","2020",98
"974","30","10","2020",50
"975","29","10","2020",107
"976","28","10","2020",85
"977","27","10","2020",287
"978","26","10","2020",0
"979","25","10","2020",0
"980","24","10","2020",227
"981","23","10","2020",0
"982","22","10","2020",188
"983","21","10","2020",0
"984","20","10","2020",246
"985","19","10","2020",0
"986","18","10","2020",0
"987","17","10","2020",187
"988","16","10","2020",0
"989","15","10","2020",195
"990","14","10","2020",0
"991","13","10","2020",299
"992","12","10","2020",0
"993","11","10","2020",0
"994","10","10","2020",128
"995","09","10","2020",0
"996","08","10","2020",198
"997","07","10","2020",0
"998","06","10","2020",260
"999","05","10","2020",0
"1000","04","10","2020",0
"1001","03","10","2020",60
"1002","02","10","2020",0
"1003","01","10","2020",84
"1004","30","09","2020",0
"1005","29","09","2020",130
"1006","28","09","2020",0
"1007","27","09","2020",0
"1008","26","09","2020",83
"1009","25","09","2020",0
"1010","24","09","2020",72
"1011","23","09","2020",0
"1012","22","09","2020",117
"1013","21","09","2020",0
"1014","20","09","2020",0
"1015","19","09","2020",81
"1016","18","09","2020",45
"1017","17","09","2020",0
"1018","16","09","2020",0
"1019","15","09","2020",94
"1020","14","09","2020",0
"1021","13","09","2020",0
"1022","12","09","2020",43
"1023","11","09","2020",0
"1024","10","09","2020",40
"1025","09","09","2020",0
"1026","08","09","2020",46
"1027","07","09","2020",0
"1028","06","09","2020",0
"1029","05","09","2020",16
"1030","04","09","2020",0
"1031","03","09","2020",15
"1032","02","09","2020",8
"1033","01","09","2020",52
"1034","31","08","2020",0
"1035","30","08","2020",0
"1036","29","08","2020",26
"1037","28","08","2020",0
"1038","27","08","2020",38
"1039","26","08","2020",0
"1040","25","08","2020",15
"1041","24","08","2020",0
"1042","23","08","2020",0
"1043","22","08","2020",21
"1044","21","08","2020",0
"1045","20","08","2020",19
"1046","19","08","2020",0
"1047","18","08","2020",16
"1048","17","08","2020",0
"1049","16","08","2020",0
"1050","15","08","2020",8
"1051","14","08","2020",4
"1052","13","08","2020",14
"1053","12","08","2020",0
"1054","11","08","2020",7
"1055","10","08","2020",0
"1056","09","08","2020",1
"1057","08","08","2020",11
"1058","07","08","2020",5
"1059","06","08","2020",0
"1060","05","08","2020",2
"1061","04","08","2020",12
"1062","03","08","2020",0
"1063","02","08","2020",0
"1064","01","08","2020",3
"1065","31","07","2020",4
"1066","30","07","2020",11
"1067","29","07","2020",0
"1068","28","07","2020",10
"1069","27","07","2020",0
"1070","26","07","2020",8
"1071","25","07","2020",0
"1072","24","07","2020",0
"1073","23","07","2020",5
"1074","22","07","2020",0
"1075","21","07","2020",4
"1076","20","07","2020",0
"1077","19","07","2020",0
"1078","18","07","2020",3
"1079","17","07","2020",15
"1080","16","07","2020",1
"1081","15","07","2020",3
"1082","14","07","2020",3
"1083","13","07","2020",0
"1084","12","07","2020",0
"1085","11","07","2020",0
"1086","10","07","2020",0
"1087","09","07","2020",0
"1088","08","07","2020",0
"1089","07","07","2020",0
"1090","06","07","2020",0
"1091","05","07","2020",0
"1092","04","07","2020",0
"1093","03","07","2020",0
"1094","02","07","2020",0
"1095","01","07","2020",0
"1096","30","06","2020",0
"1097","29","06","2020",0
"1098","28","06","2020",0
"1099","27","06","2020",0
"1100","26","06","2020",0
"1101","25","06","2020",0
"1102","24","06","2020",0
"1103","23","06","2020",0
"1104","22","06","2020",0
"1105","21","06","2020",0
"1106","20","06","2020",0
"1107","19","06","2020",1
"1108","18","06","2020",0
"1109","17","06","2020",1
"1110","16","06","2020",0
"1111","15","06","2020",0
"1112","14","06","2020",0
"1113","13","06","2020",1
"1114","12","06","2020",0
"1115","11","06","2020",0
"1116","10","06","2020",0
"1117","09","06","2020",0
"1118","08","06","2020",0
"1119","07","06","2020",0
"1120","06","06","2020",0
"1121","05","06","2020",1
"1122","04","06","2020",7
"1123","03","06","2020",79
"1124","02","06","2020",1
"1125","01","06","2020",0
"1126","31","05","2020",0
"1127","30","05","2020",1
"1128","29","05","2020",0
"1129","28","05","2020",0
"1130","27","05","2020",0
"1131","26","05","2020",0
"1132","25","05","2020",1
"1133","24","05","2020",0
"1134","23","05","2020",0
"1135","22","05","2020",0
"1136","21","05","2020",1
"1137","20","05","2020",0
"1138","19","05","2020",0
"1139","18","05","2020",0
"1140","17","05","2020",0
"1141","16","05","2020",0
"1142","15","05","2020",1
"1143","14","05","2020",2
"1144","13","05","2020",2
"1145","12","05","2020",1
"1146","11","05","2020",1
"1147","10","05","2020",2
"1148","09","05","2020",0
"1149","08","05","2020",1
"1150","07","05","2020",0
"1151","06","05","2020",1
